Empresa;Ano;Asiento;ItemAsiento;Cuenta;LeyendaItem;Debe;Haber
1;2020;706;3;21428511;JUANJO MOTOS F7210;25.63;NULL
1;2020;706;4;21122100;JUANJO MOTOS F7210;NULL;1916.18
1;2020;706;5;50040610;JUANJO MOTOS F2880;13800.25;NULL
1;2020;706;6;21424302;JUANJO MOTOS F2880;2898.05;NULL
1;2020;706;7;21428511;JUANJO MOTOS F2880;220.80;NULL
1;2020;706;8;21122100;JUANJO MOTOS F2880;NULL;16919.10
1;2020;706;9;50043000;BIRNIE F323;10700.00;NULL
1;2020;706;10;21424302;BIRNIE F323;2247.00;NULL
1;2020;706;11;21122100;BIRNIE F323;NULL;12947.00
1;2020;707;1;50043100;GUILIANO F49 ;5485.00;NULL
1;2020;707;2;11615120;CRILEN F34460;68692.50;NULL
1;2020;707;3;21424302;CRILEN F34460;14425.43;NULL
1;2020;707;4;21428511;CRILEN F34460;1099.08;NULL
1;2020;707;5;21122100;CRILEN F34460;NULL;84217.01
1;2020;707;6;21122100;GUILIANO F49 ;NULL;5485.00
1;2020;708;1;21122100;VISA 3/20;108141.20;NULL
1;2020;708;2;11110287;VISA 3/20 TRANSF;NULL;108141.20
1;2020;709;1;11615120;ZSCHIMMER & SCHWARZ 34838 ;120433.75;NULL
1;2020;709;2;21424302;ZSCHIMMER & SCHWARZ 34838 ;25291.09;NULL
1;2020;709;3;21428501;ZSCHIMMER & SCHWARZ 34838 ;1204.34;NULL
1;2020;709;4;21428511;ZSCHIMMER & SCHWARZ 34838 ;1926.94;NULL
1;2020;709;5;21122100;ZSCHIMMER & SCHWARZ 34838 ;NULL;148856.12
1;2020;709;6;11615130;QCA BERGER F13237;102088.70;NULL
1;2020;709;7;21424302;QCA BERGER F13237;21438.63;NULL
1;2020;709;8;21428511;QCA BERGER F13237;1633.42;NULL
1;2020;709;9;21122100;QCA BERGER F13237;NULL;125160.75
1;2020;710;1;50040102;PROTINCEN F13195;10657.53;NULL
1;2020;710;2;21424302;PROTINCEN F13195;2238.08;NULL
1;2020;710;3;21428511;PROTINCEN F13195;170.52;NULL
1;2020;710;4;21122100;PROTINCEN F13195;NULL;13066.13
1;2020;710;5;11110320;ZSCHIMMER & SCHWARZ F34766;118418.25;NULL
1;2020;710;6;21424302;ZSCHIMMER & SCHWARZ F34766;24867.83;NULL
1;2020;710;8;21428511;ZSCHIMMER & SCHWARZ F34766;1894.69;NULL
1;2020;710;9;21122100;ZSCHIMMER & SCHWARZ F34766;NULL;146364.95
1;2020;711;1;11615120;CRILEN F34459 ;79012.50;NULL
1;2020;711;2;21424302;CRILEN F34459 ;16592.63;NULL
1;2020;711;3;21428511;CRILEN F34459 ;1264.20;NULL
1;2020;711;4;21122100;CRILEN F34459 ;NULL;96869.33
1;2020;711;5;60051800;MICOZZI F2014;3466.12;NULL
1;2020;711;6;21424302;MICOZZI F2014;727.89;NULL
1;2020;711;7;21122100;MICOZZI F2014;NULL;4194.01
1;2020;712;1;11615120;INQUIBA F9739 ;71400.00;NULL
1;2020;712;2;21424302;INQUIBA F9739 ;14994.00;NULL
1;2020;712;3;21428511;INQUIBA F9739 ;1142.40;NULL
1;2020;712;4;21122100;INQUIBA F9739 ;NULL;87536.40
1;2020;712;5;11615120;SAFER F48555;48032.00;NULL
1;2020;712;6;21424302;SAFER F48555;10087.04;NULL
1;2020;712;7;21428501;SAFER F48555;480.64;NULL
1;2020;712;8;21428511;SAFER F48555;768.64;NULL
1;2020;712;9;21122100;SAFER F48555;NULL;59368.32
1;2020;713;1;60050620;MD Y GB F9176;12160.67;NULL
1;2020;713;2;21424302;MD Y GB F9176;1600.32;NULL
1;2020;713;3;21122100;MD Y GB F9176;NULL;13760.99
1;2020;714;1;70061910;DYS TRAVEL F3626;7869.33;NULL
1;2020;714;2;21424302;DYS TRAVEL F3626;57.01;NULL
1;2020;714;3;21122100;DYS TRAVEL F3626;NULL;7926.34
1;2020;715;1;60050620;SECTOR INFORMATICO F44836;23862.06;NULL
1;2020;715;2;21424302;SECTOR INFORMATICO F44836;5011.03;NULL
1;2020;715;3;21428511;SECTOR INFORMATICO F44836;381.79;NULL
1;2020;715;4;21122100;SECTOR INFORMATICO F44836;NULL;29254.88
1;2020;1402;2;11311500;BONOMI ROBERTO R.37891;NULL;31620.00
1;2020;716;6;21122100;GS JLB: VATESU 3709;NULL;1400.02
1;2020;717;1;70061810;GS ELSA: ROJO Y AMARILLO 8666;1633.74;NULL
1;2020;717;2;21424402;GS ELSA: ROJO Y AMARILLO 8666;266.54;NULL
1;2020;717;3;21428501;GS ELSA: ROJO Y AMARILLO 8666;12.69;NULL
1;2020;717;4;21122100;GS ELSA: ROJO Y AMARILLO 8666;NULL;1912.97
1;2020;718;1;70061810;GS GB: KAIULANI 73210;2823.81;NULL
1;2020;718;2;21424402;GS GB: KAIULANI 73210;476.62;NULL
1;2020;718;3;21428511;GS GB: KAIULANI 73210;45.20;NULL
1;2020;718;4;21122100;GS GB: KAIULANI 73210;NULL;3345.63
1;2020;718;5;70061810;GS GB: DEHEZA 2452;2657.82;NULL
1;2020;718;6;21424402;GS GB: DEHEZA 2452;442.46;NULL
1;2020;718;7;21428501;GS GB: DEHEZA 2452;26.58;NULL
1;2020;718;8;21428511;GS GB: DEHEZA 2452;42.53;NULL
1;2020;718;9;11513752;GS GB: DEHEZA 2452;63.21;NULL
1;2020;718;10;21122100;GS GB: DEHEZA 2452;NULL;3232.60
1;2020;718;11;70061810;GS GB: OP EST SERV 27167;2614.04;NULL
1;2020;718;12;21424402;GS GB: OP EST SERV 27167;434.92;NULL
1;2020;718;13;21122100;GS GB: OP EST SERV 27167;NULL;3048.96
1;2020;718;14;70061810;GS GB: OP EST SERV 9169;2915.54;NULL
1;2020;718;15;21424402;GS GB: OP EST SERV 9169;484.46;NULL
1;2020;718;16;21122100;GS GB: OP EST SERV 9169;NULL;3400.00
1;2020;719;1;50040610;GS LOB: BAT Y REP 390;300.00;NULL
1;2020;719;2;21122100;GS LOB: BAT Y REP 390;NULL;300.00
1;2020;719;3;50041900;GS LOB: LOBOS BUS 27098;488.68;NULL
1;2020;719;4;21424402;GS LOB: LOBOS BUS 27098;51.31;NULL
1;2020;719;5;21428511;GS LOB: LOBOS BUS 27098;7.82;NULL
1;2020;719;6;21122100;GS LOB: LOBOS BUS 27098;NULL;547.81
1;2020;719;7;50040610;GS LOB: MANGANIELLO 19311;135.00;NULL
1;2020;719;8;21122100;GS LOB: MANGANIELLO 19311;NULL;135.00
1;2020;719;9;50042200;GS LOB: LACOSTE 70310;1949.87;NULL
1;2020;719;10;21424402;GS LOB: LACOSTE 70310;204.74;NULL
1;2020;719;11;21122100;GS LOB: LACOSTE 70310;NULL;2154.61
1;2020;719;12;50041810;GS LOB: CRISTALES P 182;330.58;NULL
1;2020;719;13;21424402;GS LOB: CRISTALES P 182;69.42;NULL
1;2020;719;14;21122100;GS LOB: CRISTALES P 182;NULL;400.00
1;2020;719;15;50049910;GS LOB: BIROCCIO 155;1400.00;NULL
1;2020;719;16;21122100;GS LOB: BIROCCIO 155;NULL;1400.00
1;2020;719;17;50040610;GS LOB: JUANJO MOTOS 15756;193.56;NULL
1;2020;719;18;21122100;GS LOB: JUANJO MOTOS 15756;NULL;193.56
1;2020;719;19;50040610;GS LOB: URQUIOLA 10615;840.43;NULL
1;2020;719;20;21424402;GS LOB: URQUIOLA 10615;176.49;NULL
1;2020;719;21;21122100;GS LOB: URQUIOLA 10615;NULL;1016.92
1;2020;719;22;50040610;GS LOB: URQUIOLA 1358;415.40;NULL
1;2020;719;23;21424402;GS LOB: URQUIOLA 1358;87.23;NULL
1;2020;719;24;21122100;GS LOB: URQUIOLA 1358;NULL;502.63
1;2020;719;25;50040100;GS LOB: CIMES 13194;1652.89;NULL
1;2020;719;26;21424402;GS LOB: CIMES 13194;347.11;NULL
1;2020;719;27;21122100;GS LOB: CIMES 13194;NULL;2000.00
1;2020;720;1;60051810;GS EB: ACENAF 42868;2109.27;NULL
1;2020;720;2;21424402;GS EB: ACENAF 42868;351.14;NULL
1;2020;720;3;21122100;GS EB: ACENAF 42868;NULL;2460.41
1;2020;720;4;60051800;GS EB: SICA 92590;231.40;NULL
1;2020;720;5;21424402;GS EB: SICA 92590;48.59;NULL
1;2020;720;6;21122100;GS EB: SICA 92590;NULL;279.99
1;2020;720;7;60051810;GS EB: DEHEZA 61855;1989.70;NULL
1;2020;720;8;21424402;GS EB: DEHEZA 61855;330.58;NULL
1;2020;720;9;21428501;GS EB: DEHEZA 61855;19.90;NULL
1;2020;720;10;21428511;GS EB: DEHEZA 61855;31.84;NULL
1;2020;720;11;21122100;GS EB: DEHEZA 61855;NULL;2372.02
1;2020;720;12;60051810;GS EB: DEHEZA 29421;1990.13;NULL
1;2020;720;13;21424402;GS EB: DEHEZA 29421;330.85;NULL
1;2020;720;14;21428501;GS EB: DEHEZA 29421;19.90;NULL
1;2020;720;15;21428511;GS EB: DEHEZA 29421;31.84;NULL
1;2020;720;16;21122100;GS EB: DEHEZA 29421;NULL;2372.72
1;2020;720;17;60051810;GS EB: DEHEZA 31189;2121.80;NULL
1;2020;720;18;21424402;GS EB: DEHEZA 31189;328.20;NULL
1;2020;720;19;21428501;GS EB: DEHEZA 31189;21.22;NULL
1;2020;720;20;21428511;GS EB: DEHEZA 31189;33.95;NULL
1;2020;720;21;21122100;GS EB: DEHEZA 31189;NULL;2505.17
1;2020;720;22;60052400;GS EB: DHL;443.24;NULL
1;2020;720;23;21122100;GS EB: DHL;NULL;443.24
1;2020;721;1;70061810;GS ERN: DEHEZA 11680;2113.16;NULL
1;2020;721;2;21424402;GS ERN: DEHEZA 11680;337.28;NULL
1;2020;721;3;21428501;GS ERN: DEHEZA 11680;21.13;NULL
1;2020;721;4;21428511;GS ERN: DEHEZA 11680;33.81;NULL
1;2020;721;5;21122100;GS ERN: DEHEZA 11680;NULL;2505.38
1;2020;721;6;70064700;GS ERN: NAPOLI 673057;760.00;NULL
1;2020;721;7;21122100;GS ERN: NAPOLI 673057;NULL;760.00
1;2020;721;8;70064700;GS ERN: PUIGGROS 16602;577.00;NULL
1;2020;721;9;21122100;GS ERN: PUIGGROS 16602;NULL;577.00
1;2020;721;10;70064700;GS ERN: PIAZZA 30024;638.00;NULL
1;2020;721;11;21122100;GS ERN: PIAZZA 30024;NULL;638.00
1;2020;721;12;70061910;GS ERN: MERCEDES PARK 90;2479.34;NULL
1;2020;721;13;21424402;GS ERN: MERCEDES PARK 90;520.66;NULL
1;2020;721;14;21122100;GS ERN: MERCEDES PARK 90;NULL;3000.00
1;2020;721;15;70061910;GS ERN: AUTOTRANSP SJ;1480.00;NULL
1;2020;721;16;21122100;GS ERN: AUTOTRANSP SJ;NULL;1480.00
1;2020;721;17;70061910;GS ERN: AUTOTRANSP SJ;3000.00;NULL
1;2020;721;18;21122100;GS ERN: AUTOTRANSP SJ;NULL;3000.00
1;2020;721;19;70061810;GS ERN: OSALPÀ 9468;2240.67;NULL
1;2020;721;20;21424402;GS ERN: OSALPÀ 9468;359.59;NULL
1;2020;721;21;21428511;GS ERN: OSALPÀ 9468;35.85;NULL
1;2020;721;22;21122100;GS ERN: OSALPÀ 9468;NULL;2636.11
1;2020;721;23;70061810;GS ERN: DIAZ 60528;2239.35;NULL
1;2020;721;24;21424402;GS ERN: DIAZ 60528;360.65;NULL
1;2020;721;25;21428511;GS ERN: DIAZ 60528;35.83;NULL
1;2020;721;26;21122100;GS ERN: DIAZ 60528;NULL;2635.83
1;2020;722;7;21428501;GS DAMIAN: DEHEZA 16459;8.62;NULL
1;2020;722;8;21428511;GS DAMIAN: DEHEZA 16459;13.80;NULL
1;2020;722;9;21122100;GS DAMIAN: DEHEZA 16459;NULL;1022.42
1;2020;722;10;50040701;GS DAMIAN: DEHEZA 16339;1293.54;NULL
1;2020;722;11;21424402;GS DAMIAN: DEHEZA 16339;206.46;NULL
1;2020;722;12;21428501;GS DAMIAN: DEHEZA 16339;12.94;NULL
1;2020;722;13;21122100;GS DAMIAN: DEHEZA 16339;NULL;1533.64
1;2020;722;14;50040701;GS DAMIAN: DEHEZA 16208;1906.21;NULL
1;2020;722;15;21424402;GS DAMIAN: DEHEZA 16208;304.25;NULL
1;2020;722;16;21428501;GS DAMIAN: DEHEZA 16208;19.06;NULL
1;2020;722;17;21428511;GS DAMIAN: DEHEZA 16208;30.50;NULL
1;2020;722;18;21122100;GS DAMIAN: DEHEZA 16208;NULL;2260.02
1;2020;722;19;21428511;GS DAMIAN: DEHEZA 16339;20.70;NULL
1;2020;722;20;50040701;GS DAMIAN: FLUMAT 34219;2391.91;NULL
1;2020;722;21;21424402;GS DAMIAN: FLUMAT 34219;389.08;NULL
1;2020;722;22;21428511;GS DAMIAN: FLUMAT 34219;35.88;NULL
1;2020;722;23;21122100;GS DAMIAN: FLUMAT 34219;NULL;2816.87
1;2020;1504;1;21122100;PETRAGLIA VENTA PARTNER;400000.00;NULL
1;2020;1504;2;11311500;PETRAGLIA VENTA PARTNER;NULL;400000.00
1;2020;1496;1;21428500;PRESENT. ING.BTOS.MAY/20;77665.13;NULL
1;2020;1496;2;21428510;PRESENT. ING.BTOS.MAY/20;132354.15;NULL
1;2020;1496;3;21428501;PRESENT. ING.BTOS.MAY/20;NULL;46196.25
1;2020;1496;4;21428511;PRESENT. ING.BTOS.MAY/20;NULL;78725.92
1;2020;723;1;11110288;DEPOSITO CREDICOOP;816500.00;NULL
1;2020;723;2;11110100;DEPOSITO CREDICOOP;NULL;816500.00
1;2020;724;1;11110288;DEPOSITO CREDICOOP;66702.04;NULL
1;2020;724;2;11110288;DEPOSITO CREDICOOP;12000.00;NULL
1;2020;724;3;11110288;DEPOSITO CREDICOOP;104752.44;NULL
1;2020;724;4;11110320;DEPOSITO CREDICOOP;NULL;66702.04
1;2020;724;5;11110320;DEPOSITO CREDICOOP;NULL;12000.00
1;2020;724;6;11110320;DEPOSITO CREDICOOP;NULL;104752.44
1;2020;725;1;11110288;DEPOSITO CREDICOOP;123000.00;NULL
1;2020;725;2;11110288;DEPOSITO CREDICOOP;25000.00;NULL
1;2020;725;3;11110287;DEPOSITO MACRO;52000.00;NULL
1;2020;725;4;11110320;DEPOSITO CREDICOOP;NULL;123000.00
1;2020;725;5;11110320;DEPOSITO CREDICOOP;NULL;25000.00
1;2020;725;6;11110320;DEPOSITO MACRO;NULL;52000.00
1;2020;726;1;11110288;DEPOSITO CREDICOOP;1152500.00;NULL
1;2020;726;2;11110288;DEPOSITO CREDICOOP;70000.00;NULL
1;2020;726;3;11110100;DEPOSITO CREDICOOP;NULL;1152500.00
1;2020;726;4;11110320;DEPOSITO CREDICOOP;NULL;70000.00
1;2020;727;1;11110288;DEPOSITO CREDICOOP;10000.00;NULL
1;2020;727;2;11110320;DEPOSITO CREDICOOP;NULL;10000.00
1;2020;728;1;11110288;DEPOSITO CREDICOOP;18840.00;NULL
1;2020;728;2;11110320;DEPOSITO CREDICOOP;NULL;18840.00
1;2020;729;1;11110288;DEPOSITO CREDICOOP;285035.00;NULL
1;2020;729;2;11110288;DEPOSITO CREDICOOP;12317.38;NULL
1;2020;729;3;11110287;DEPOSITO MACRO;278953.02;NULL
1;2020;729;4;11110320;DEPOSITO CREDICOOP;NULL;285035.00
1;2020;729;5;11110320;DEPOSITO CREDICOOP;NULL;12317.38
1;2020;729;6;11110320;DEPOSITO MACRO;NULL;278953.02
1;2020;730;1;11110287;DEPOSITO MACRO;1000000.00;NULL
1;2020;730;2;11110100;DEPOSITO MACRO;NULL;1000000.00
1;2020;731;1;11110287;DEPOSITO MACRO;2537233.64;NULL
1;2020;731;2;11110320;DEPOSITO MACRO;NULL;2537233.64
1;2020;732;1;70061800;MICOZZI 5 ;6322.31;NULL
1;2020;732;2;21424502;MICOZZI 5 ;1327.69;NULL
1;2020;732;3;21122100;MICOZZI 5 ;NULL;7650.00
1;2020;732;4;21122100;MICOZZI 5 OP8101;7650.00;NULL
1;2020;732;5;11110287;MICOZZI 5 OP8101;NULL;7539.45
1;2020;732;6;21428513;MICOZZI 5 OP8101;NULL;110.55
1;2020;733;1;60052400;UPS 1300649855 ;6165.61;NULL
1;2020;733;2;21424502;UPS 1300649855 ;1219.60;NULL
1;2020;733;3;21428511;UPS 1300649855 ;92.92;NULL
1;2020;733;4;21428501;UPS 1300649855 ;58.08;NULL
1;2020;733;5;21122100;UPS 1300649855 ;NULL;7536.21
1;2020;880;1;21122200;IMP.# 424 PAGO EXTERIOR;4394265.00;NULL
1;2020;880;2;21424302;IMP.# 424 PAGO EXTERIOR;653.21;NULL
1;2020;734;1;21122100;QCA MOSCONI F7025 OP8105;53503.41;NULL
1;2020;734;2;11110320;QCA MOSCONI F7025 OP8105;NULL;51902.50
1;2020;734;3;11110100;QCA MOSCONI F7025 OP8105;NULL;509.89
1;2020;734;4;21428513;QCA MOSCONI F7025 OP8105;NULL;1091.02
1;2020;735;1;21122100;ARAUCO ND297 OP8104;18912.10;NULL
1;2020;735;2;21122100;ARAUCO ND297 OP8104;59.75;NULL
1;2020;735;3;11110288;ARAUCO ND297 OP8104;NULL;18912.10
1;2020;735;4;21428513;ARAUCO ND297 OP8104;NULL;59.75
1;2020;1497;10;21122100;EXP.104: DERECHOS Y AEROBUS;NULL;18649.71
1;2020;737;1;21122100;JUANJO MOTOS F7290;1175.34;NULL
1;2020;737;2;21122100;JUANJO MOTOS F7210;1916.18;NULL
1;2020;737;3;21122100;JUANJO MOTOS F2880;16919.10;NULL
1;2020;737;4;11110320;JUANJO M F7290/10/2880 OP8100;NULL;18000.00
1;2020;737;5;11110100;JUANJO M F7290/10/2880 OP8100;NULL;1601.73
1;2020;737;6;21428513;JUANJO M F7290/10/2880 OP8100;NULL;408.89
1;2020;738;1;50043200;TECSEHI F29;5800.00;NULL
1;2020;738;2;50043200;TECSEHI F33;5800.00;NULL
1;2020;738;3;50043200;TECSEHI F38;5800.00;NULL
1;2020;738;4;21122100;TECSEHI F29;NULL;5800.00
1;2020;738;5;21122100;TECSEHI F33;NULL;5800.00
1;2020;738;6;21122100;TECSEHI F38;NULL;5800.00
1;2020;738;8;21122100;TECSEHI F33 OP8098;5800.00;NULL
1;2020;738;9;21122100;TECSEHI F38 OP8098;5800.00;NULL
1;2020;738;10;11110320;TECSEHI F29/ 33/ 38 OP8098;NULL;15000.00
1;2020;738;11;11110100;TECSEHI F29/ 33/ 38 OP8098;NULL;928.31
1;2020;738;12;21428513;TECSEHI F29/ 33/ 38 OP8098;NULL;283.62
1;2020;739;1;21122100;ADM ERRANTI OP8099;138144.00;NULL
1;2020;739;2;11110320;ADM ERRANTI OP8099;NULL;138144.00
1;2020;740;1;21122100;BIRNIE F323 OP8097;12947.00;NULL
1;2020;740;2;11110287;BIRNIE F323 OP8097;NULL;12759.84
1;2020;740;3;21428513;BIRNIE F323 OP8097;NULL;187.16
1;2020;741;1;11311810;CARLOS COPPARI CHE RECH ;8000.00;NULL
1;2020;741;2;11110100;CARLOS COPPARI CHE RECH ;NULL;8000.00
1;2020;742;1;21122100;GIULIANO F49 OP8088;5485.00;NULL
1;2020;742;2;11110100;GIULIANO F49 OP8088;NULL;5389.10
1;2020;742;3;21428513;GIULIANO F49 OP8088;NULL;95.90
1;2020;743;1;50040050;OSDE GUTIERREZ ;19300.00;NULL
1;2020;743;2;11110288;OSDE GUTIERREZ TRANSF;NULL;19300.00
1;2020;744;1;21428513;ARBA RETENCIONES 5/20;6124.06;NULL
1;2020;744;2;11110288;ARBA RETENCIONES 5/20 TRANSF;NULL;6124.06
1;2020;745;1;21529500;AUTONOMOS JLB;2487.36;NULL
1;2020;745;2;21529530;AUTONOMOS EPB;2487.36;NULL
1;2020;745;3;21529563;AUTONOMOS EB;12971.12;NULL
1;2020;745;4;21529561;AUTONOMOS GB;12971.12;NULL
1;2020;745;5;21529562;AUTONOMOS MSB;12971.12;NULL
1;2020;745;6;11110288;AUTONOMOS TRANSF;NULL;43888.08
1;2020;746;1;21122100;EDEN F1449312 OP8093;11357.29;NULL
1;2020;746;2;11110288;EDEN F1449312 OP8093 TRANSF;NULL;11357.29
1;2020;746;3;50040410;EDEN F1449312 ;8989.21;NULL
1;2020;746;4;21424502;EDEN F1449312 ;2017.23;NULL
1;2020;746;5;21428511;EDEN F1449312 ;126.71;NULL
1;2020;746;6;11513752;EDEN F1449312 ;224.14;NULL
1;2020;746;7;21122100;EDEN F1449312 ;NULL;11357.29
1;2020;747;1;21122100;EDESUR F103289002 OP8095;10212.12;NULL
1;2020;747;2;11110288;EDESUR F103289002 OP8095 TRANS;NULL;10212.12
1;2020;747;3;50040400;EDESUR F103289002 ;8042.70;NULL
1;2020;747;4;21424502;EDESUR F103289002 ;1952.48;NULL
1;2020;747;5;11513752;EDESUR F103289002 ;216.94;NULL
1;2020;747;6;21122100;EDESUR F103289002 ;NULL;10212.12
1;2020;1215;7;21428511;PRECINTOS BERKO F23114;93.60;NULL
1;2020;1215;8;21122100;PRECINTOS BERKO F23114;NULL;7172.10
1;2020;1234;4;21424302;TELEFONICA MOV F200309;5249.85;NULL
1;2020;749;1;21122100;TELEF MOVILES F56099 OP8092;65025.41;NULL
1;2020;749;2;11110288;TELEF MOV F56099 OP8092 TRANSF;NULL;65025.41
1;2020;750;1;50049900;ORTOPEDIA RP F2730;29315.70;NULL
1;2020;750;2;21424502;ORTOPEDIA RP F2730 ;6156.30;NULL
1;2020;750;3;21122100;ORTOPEDIA RP F2730 ;NULL;35472.00
1;2020;750;4;21122100;ORTOPEDIA RP F2730 OP8047;35472.00;NULL
1;2020;750;5;11110100;ORTOPEDIA RP F2730 OP8047;NULL;35472.00
1;2020;751;1;21122100;RGONZALEZ CHE RECH OP8090;4000.00;NULL
1;2020;751;2;21122100;RGONZALEZ CHE RECH OP8090;9000.00;NULL
1;2020;751;3;21122100;RGONZALEZ CHE RECH OP8090;14200.00;NULL
1;2020;751;4;11110320;RGONZALEZ CHE RECH OP8090;NULL;25000.00
1;2020;751;5;11110100;RGONZALEZ CHE RECH OP8090;NULL;2200.00
1;2020;752;1;21122100;CRILEN F34460 OP8086 ;65015.98;NULL
1;2020;752;2;21122100;CRILEN F34460 OP8086 ADEL;658.34;NULL
1;2020;752;3;11110320;CRILEN F34460 OP8086;NULL;60000.00
1;2020;752;4;21428513;CRILEN F34460 OP8086;NULL;5674.32
1;2020;753;1;21122100;ZSCHIMMER & SCHWF34838 OP8089;140155.10;NULL
1;2020;753;2;11110320;ZSCHIMMER & SCHWF34838 OP8089;NULL;139000.00
1;2020;753;3;11110100;ZSCHIMMER & SCHWF34838 OP8089;NULL;134.55
1;2020;753;4;21428513;ZSCHIMMER & SCHWF34838 OP8089;NULL;1020.55
1;2020;754;1;21122100;QCA BERGER F13237 OP8085;125160.75;NULL
1;2020;754;2;11110320;QCA BERGER F13237 OP8085;NULL;120230.00
1;2020;754;3;11110100;QCA BERGER F13237 OP8085;NULL;2378.53
1;2020;754;4;21428513;QCA BERGER F13237 OP8085;NULL;2552.22
1;2020;755;1;11311810;CRILEN ND5690 ;150000.00;NULL
1;2020;755;2;60055100;CRILEN ND5690 ;300.00;NULL
1;2020;755;3;21424502;CRILEN ND5690 ;63.00;NULL
1;2020;755;4;21122100;CRILEN ND5690 ;NULL;150363.00
1;2020;755;5;21122100;CRILEN ND5690 OP8084;150363.00;NULL
1;2020;755;6;11110320;CRILEN ND5690 OP8084;NULL;150000.00
1;2020;755;7;11110100;CRILEN ND5690 OP8084;NULL;363.00
1;2020;756;1;50040621;MD Y GB F9467 ;1581.20;NULL
1;2020;756;2;21424502;MD Y GB F9467 ;166.03;NULL
1;2020;756;3;21122100;MD Y GB F9467 ;NULL;1747.23
1;2020;756;4;21122100;MD Y GB F9467 OP8083;51.10;NULL
1;2020;756;5;11110100;MD Y GB F9467 OP8083;NULL;49.86
1;2020;756;6;21428513;MD Y GB F9467 OP8083;NULL;1.24
1;2020;757;1;70065000;CARFA F288 ;4000.00;NULL
1;2020;757;2;21122100;CARFA F288 ;NULL;4000.00
1;2020;757;3;21122100;CARFA F288 OP8081;4000.00;NULL
1;2020;757;4;11110288;CARFA F288 OP8081 TRANSF;NULL;4000.00
1;2020;759;1;11615120;AMILCHEM F24857 ;20925.00;NULL
1;2020;759;2;21424502;AMILCHEM F24857 ;4394.25;NULL
1;2020;759;3;21122100;AMILCHEM F24857 ;NULL;25319.25
1;2020;759;4;21122100;AMILCHEM F24857 OP8073;25319.25;NULL
1;2020;759;5;11110288;AMILCHEM F24857 OP8073 TRANSF;NULL;25319.25
1;2020;760;1;50044850;LINEA SEGURA F10221 ;1760.33;NULL
1;2020;760;2;21424502;LINEA SEGURA F10221 ;369.67;NULL
1;2020;760;3;21122100;LINEA SEGURA F10221 ;NULL;2130.00
1;2020;760;4;21122100;LINEA SEGURA F10221 OP8054;2130.00;NULL
1;2020;760;5;11110288;LINEA SEGURA F10221 OP8054 TRA;NULL;2107.18
1;2020;760;6;21428513;LINEA SEGURA F10221 OP8054;NULL;22.82
1;2020;761;1;70064850;TESYS F13197;3375.00;NULL
1;2020;761;3;21122100;TESYS F13197;NULL;4083.75
1;2020;761;4;21122100;TESYS F13196/ 7 OP8075;4083.75;NULL
1;2020;761;5;21122100;TESYS F13196/ 7 OP8075;4083.75;NULL
1;2020;761;6;11110288;TESYS F13196/ 7 OP8075 TRANSF;NULL;7830.10
1;2020;761;7;21428513;TESYS F13196/ 7 OP8075;NULL;134.90
1;2020;761;8;21428517;TESYS F13196/ 7 OP8075;NULL;202.50
1;2020;1218;1;60053100;ALICINO F132 ;7500.00;NULL
1;2020;1218;2;21424402;ALICINO F132 ;1575.00;NULL
1;2020;1218;3;21122100;ALICINO F132 ;NULL;9075.00
1;2020;1622;2;60052300;PAGO MAPFRE;25226.54;NULL
1;2020;1622;3;70062300;PAGO MAPFRE;42651.00;NULL
1;2020;1622;4;11110288;PAGO MAPFRE;NULL;106627.54
1;2020;1623;1;21122160;PAGO A R.GONZALEZ;170000.00;NULL
1;2020;763;1;11311810;RGONZALEZ CHE RECH OP8048;30000.00;NULL
1;2020;763;2;11110320;RGONZALEZ CHE RECH OP8048;NULL;30000.00
1;2020;764;1;21122100;PROTINCEN F13195 OP8072;13066.13;NULL
1;2020;764;2;21122100;PROTINCEN F131920 OP8072;3705.62;NULL
1;2020;764;3;11110320;PROTINCEN F13195/ 20 OP8072;NULL;15000.00
1;2020;764;4;11110100;PROTINCEN F13195/ 20 OP8072;NULL;1531.74
1;2020;764;5;21428513;PROTINCEN F13195/ 20 OP8072;NULL;240.01
1;2020;765;1;21323310;LA ESTRELLA 4/20;45130.54;NULL
1;2020;765;2;80077310;LA ESTRELLA 4/20 ;1149.85;NULL
1;2020;766;1;21122100;ZSCHIMMER & SCHW F34766 OP8071;146364.98;NULL
1;2020;766;2;21122100;ZSCHIMMER & SCHW F34766 OP8071;8700.78;NULL
1;2020;766;3;11110320;ZSCHIMMER & SCHW F34766 OP8071;NULL;154000.00
1;2020;766;4;21428513;ZSCHIMMER & SCHW F34766 OP8071;NULL;1065.76
1;2020;767;1;21122100;CRILEN F34459 OP8070;96869.32;NULL
1;2020;767;2;21122100;CRILEN F34459 OP8070 ADEL;19201.02;NULL
1;2020;767;3;11110320;CRILEN F34459 OP8070;NULL;112000.00
1;2020;767;4;21428513;CRILEN F34459 OP8070;NULL;553.09
1;2020;767;5;21424000;CRILEN F34459 OP8070;NULL;3517.25
1;2020;768;1;21122100;MICOZZI F2014 OP8049;4194.01;NULL
1;2020;768;2;11110320;MICOZZI F2014 OP8049;NULL;2500.00
1;2020;768;3;11110100;MICOZZI F2014 OP8049;NULL;1633.44
1;2020;768;4;21428513;MICOZZI F2014 OP8049;NULL;60.57
